[-34, -14, -10, 79, -31, -66, 11, 53, -80, 49, 99, 37, -31, -5, -88, -10, 63, -42, 59, 45, 94, -80, 28, -60, -21, -87, 58, -54, -98, 96, 75, 78, 79, -68, 16, 46, 4, 5, -66, 72, 65, 7, 4, 24, -3, 27, 1, 63, -70, -28, 51, 66, 50, -34, -69, -33, -10, -3, -77, 78, 75, 73, -44, 71, 71, 52, 50, 87, -11, 7, -67, 58, 61, -18, 6]
[14, 77, -70, 7, -36, -87, 94, 9, 23, 78, 65, -45, -71, 29, 37, -3, 1, 29, -10, 29, -99, 97, 54, -42, 92, -94, -94, 78, -14, -24, -39, 33, 63, 38, -29, 64, 48, 22, -90, 46, 69, -17, -30, 3, -53, -18, -78, 70, -60, -69, -77, -93, 97, 91, 89, -76, 7, 41, 96, 70, 57, 4, -7, 41, -97, 59, -88, 63, 10, -83, -28, 75, -20, 40, -25]
[87, 75, -55, -86, 99, 22, -76, 14, -87, 47, -2, 58, 79, 14, 95, -26, -11, -21, 88, 47, -54, 94, 19, -4, 37, -42, -31, 12, 68, -46, -30, -28, 58, 4, -82, 30, 25, 34, -99, -29, -46, 13, -17, -53, -71, -53, 98, -5, 10, -53, -97, -63, 28, 44, -24, 83, 8, -70, 82, -17, -71, -58, 31, -69, -55, -62, -71, -58, -80, -62, -82, -11, 69, 51, -97]
[-49, 74, 64, 46, -90, -48, -24, 67, 1, 73, -7, 69, -11, -7, 95, 95, 72, -2, -70, 88, -28, 22, 78, 62, -77, -77, 69, -50, -42, -41, 41, 23, -5, -63, 89, -56, -30, 98, -76, 6, -67, 82, -52, 33, -91, 15, 86, -30, 54, -43, -89, 26, 56, 33, 90, -53, 69, -95, 43, 66, 72, -43, -57, -5, 56, -4, 60, -84, 93, 86, 70, 33, -11, -87, 50]
[-25, -58, 56, 13, -96, -21, 64, -93, -14, -100, -22, -31, -82, -50, 65, 83, 30, -39, -95, 34, 95, -42, 24, 37, 1, -24, -85, -42, -81, 22, -26, -75, -51, 29, 23, 48, -100, 16, 64, 58, 14, -77, 71, -67, 7, 55, -60, -51, -80, 11, -29, 66, 64, 63, -70, -16, -95, -91, 0, -48, -59, -42, 37, -22, 25, -45, -48, 14, -1, 7, 99, 12, 19, -41, -56]
[16, -17, -11, 55, -91, 73, -3, 53, -95, 27, -55, -24, 35, -88, 74, -96, -72, 58, 79, -55, 74, -35, -99, 24, 11, -63, -8, -97, 50, 54, 7, 53, 64, 75, -90, 68, 62, -15, 52, -91, 59, -27, 21, 9, 1, -26, 89, 63, -37, 32, 9, -63, 13, -14, -99, -72, 18, -41, -72, -42, -58, -32, -2, 24, 89, -89, 82, 52, 38, 30, 26, 51, 49, 77, 29]
[-5, 93, 57, 67, 11, -22, -27, -20, -82, -5, -88, 43, -6, -63, -10, 47, -99, 82, 80, 45, -28, -66, -69, 87, 76, -47, 3, -13, -67, -75, -65, -30, 55, 71, -36, 35, -76, 82, -49, 88, -32, -28, -77, -40, -53, -98, -8, 27, -75, -3, -43, -31, -28, -1, 59, -29, -75, 37, 60, 42, 26, 41, 82, 54, -100, 14, -33, -73, 53, 27, -83, 99, 93, -95, 90]
[23, 72, -99, -8, 40, 66, -30, 61, -38, -36, -87, -71, 82, -99, 42, 40, -74, 87, 39, -79, 7, -40, -100, -66, 30, -91, -51, -67, -62, 2, 93, 64, 51, -66, -30, -61, -8, -92, 97, 64, 44, -66, 89, -75, 42, -50, 87, -52, -78, 30, -98, 13, 95, 54, 98, 26, -57, -69, 13, -89, -2, 90, 14, -72, 2, -29, -42, 13, -12, -62, -37, -32, -52, 27, 75]
[40, 33, -67, 73, 95, -92, -78, -28, -4, 28, -10, -17, 57, 76, -28, -52, 19, 43, -51, 69, 79, 67, -5, 54, -62, 94, -3, -81, 74, 57, -70, -99, -18, -16, -48, -37, 24, -96, 97, -11, -10, 13, 24, 76, -82, 82, 3, 82, -8, -20, -3, 7, -87, 97, -61, -63, -42, -68, -18, 100, -49, -2, 43, 31, -45, 84, 69, 70, -99, 9, 65, 54, 88, -88, -63]
[90, 30, -45, 42, -72, -64, 43, 19, -84, 98, 49, 81, 63, -47, 12, 89, 15, 80, -2, 42, -95, -94, -88, -59, 8, 11, -35, -60, 74, -33, 17, -22, 37, -74, -33, 14, -13, -61, 36, -13, 77, -70, -58, 30, -44, 81, -72, 42, -31, 54, 44, -80, -72, 98, 17, 13, -29, 56, 16, -31, 91, 72, 21, -23, 1, -45, 96, 34, -42, 67, -67, 79, 54, -70, 66]
[9, 63, 92, 25, 87, -92, 15, -24, -83, 55, -76, -80, 98, 29, -46, 93, 0, 22, -20, -55, -13, 32, 76, 12, -99, -56, 15, 81, 84, -6, 3, 55, 60, -68, -54, -88, 94, 61, -95, -40, 94, -61, 42, -28, 46, -63, -48, -12, 97, 84, -68, 36, -30, -67, -39, 36, -19, 53, -66, -14, 96, 35, -94, 84, 0, 68, -41, -69, 52, -34, 44, 16, -79, 61, 15]
[-90, -66, 34, 19, 8, -27, -35, 95, -4, 30, -88, 24, -46, 70, -54, 58, 14, -100, 82, -55, 29, 40, 69, -3, -24, -90, -47, -77, 76, 56, 52, 2, -95, 97, 90, 25, 24, 29, -73, -77, 73, 60, 26, 85, 77, -72, 66, -77, -54, -98, 76, -49, 63, -24, 82, 61, 61, 49, 56, 62, -44, -21, 69, 6, 55, 60, 52, 39, 16, -20, -95, -77, 85, -68, -76]
[7, -59, -52, 12, 82, 63, 99, -17, 49, -60, 50, 8, 68, -76, -66, 79, 45, 71, -47, -17, 17, -81, -72, 92, -41, -64, 81, -36, 76, -89, -4, -43, -10, 40, 27, 66, 72, 20, 52, 12, 73, 98, -34, 52, -31, 69, 100, 26, 41, -37, 24, 93, -30, 21, -6, 18, 31, 54, -37, 12, -45, -78, 90, 69, -21, -60, -94, -27, -96, -82, -48, 78, -6, -47, -97]
[-40, -94, 17, -84, -44, -9, 39, -27, 48, 29, 76, -15, 46, 92, 40, -44, -55, -17, -41, -27, -56, -32, 76, 34, -71, -93, 5, 27, -95, 5, 0, 79, 94, 37, -96, 77, 35, 88, -20, 94, -97, 64, -82, 44, -10, 62, 67, -98, 40, -56, -3, 88, 10, 42, 42, 14, -64, 61, 37, -25, 12, -35, 37, 54, 48, 35, 70, -98, 69, -40, -5, -91, 50, 62, -42]
